speed,elapsedTime,elapsedDistance,lateralAcceleration,longitudinalAcceleration,gear,gearRatio,engineSpeed,torque,power,downForce,dragForce,tractionControl,throttlePosition,brakePosition,cornerRadius,sectorIndex,maximumCornerSpeed,loadSensitiveLatGrip,loadSensitiveLongGrip,yawangle,yawvelocity,yawacceleration,xposition,yposition,trackelevation,fz,
Speed (linear),Time,Length,Acceleration (linear),Acceleration (linear),Unitless,Unitless,Speed (angular),Torque,Power,Force,Force,Ratio,Ratio,Ratio,Length,Unitless,Speed (linear),Unitless,Unitless,Angle,Speed (angular),Acceleration (angular),Length,Length,Length,Force,
km/h,s,m,m/s^2,m/s^2,-,-,rpm,N.m,hp,N,N,%,%,%,m,-,km/h,-,-,deg,rpm,deg/s^2,m,m,m,N,
59.0301567376402,75.5440733438781,1008.98099999994,0,5.21539836317036,1,4,3082.3298019307,169.588350990346,73.4073714767143,39.0534146218611,101.538878016839,43.6108148040382,100,0,0,1,0,1.2,1.2,-183.638545625001,-0.00685799152549,0.110113815274879,-9.98052133625279,-167.165790293064,0,2825.09341462186,
59.273940447111,75.557063314469,1009.19399999994,0,5.21307547243452,1,4,3095.05925810116,169.524703709494,73.6828665454848,39.3766475572949,102.379283648967,43.583096116879,100,0,0,1,0,1.2,1.2,-183.638545625001,-0.00228599717516333,0.0368575221493521,-10.1911787187172,-167.143872187257,0,2825.41664755729,
59.5166133848373,75.5699998595041,1009.40699999994,0,5.21075365839126,1,4,3107.73071400463,169.461346429977,73.9568803524276,39.6997307710824,103.219300004814,43.5554572853002,100,0,0,1,0,1.2,1.2,-183.638545625001,-0.000761999058387778,0.0123365789829462,-10.4018361011817,-167.121954081451,0,2825.73973077108,
59.758189208608,75.5828836570925,1009.61999999994,0,5.20843291981335,1,4,3120.3448827988,169.398275586006,74.2294313965328,40.0226644313799,104.058927521588,43.5278973259402,100,0,0,1,0,1.2,1.2,-183.638545625001,-0.000253999686129259,0.00412902868883647,-10.6124934836461,-167.100035975644,0,2826.06266443138,
59.9986812936234,75.5957153712083,1009.83299999994,0,5.2061132554929,1,4,3132.90246288563,169.335487685572,74.5005377938849,40.345448703738,104.898166629719,43.5004152761777,100,0,0,1,0,1.2,1.2,-183.638545625001,-8.46665620430864E-05,0.00138192942330128,-10.8231508661106,-167.078117869838,0,2826.38544870374,
60.2381027406456,75.6084956520989,1010.04599999994,0,5.20379466424075,1,4,3145.40413833701,169.272979308315,74.7702172887055,40.6680837511861,105.737017753084,43.4730101935258,100,0,0,1,0,1.2,1.2,-183.638545625001,-2.82221873476955E-05,0.000462496962826259,-11.033808248575,-167.056199764031,0,2826.70808375119,
60.4764663838489,75.6212251366795,1010.25899999994,0,5.20147714488585,1,4,3157.85057930459,169.210747103477,75.0384872639882,40.9905697343138,106.575481309216,43.4456811550483,100,0,0,1,0,1.2,1.2,-183.638545625001,-9.40739578256515E-06,0.000154780843863456,-11.2444656310394,-167.034281658225,0,2827.03056973431,
60.7137847983832,75.633904448912,1010.47199999994,0,5.19916069627465,1,4,3170.24244241478,169.148787787926,75.3053647517462,41.3129068113482,107.413557709505,43.4184272567984,100,0,0,1,0,1.2,1.2,-183.638545625001,-3.13579859418839E-06,5.17977718138191E-05,-11.4551230135039,-167.012363552418,0,2827.35290681135,
60.9500703076635,75.6465342001711,1010.68499999994,0,5.1968453172706,1,4,3182.58037114935,169.087098144253,75.570866442888,41.6350951382292,108.251247359396,43.3912476132768,100,0,0,1,0,1.2,1.2,-183.638545625001,-1.0452661980628E-06,1.73336779245634E-05,-11.6657803959683,-166.990445446612,0,2827.67509513823,
61.1853349903971,75.6591149895964,1010.89799999994,0,5.19453100675357,1,4,3194.86499621234,169.025675018938,75.8350086967381,41.9571348686808,109.08855065857,43.3641413569105,100,0,0,1,0,1.2,1.2,-183.638545625001,-3.48422066020932E-07,5.80037900618944E-06,-11.8764377784328,-166.968527340806,0,2827.99713486868,
61.4195906873605,75.6716474044327,1011.11099999994,0,5.19221776361934,1,4,3207.09693588398,168.96451532058,76.0978075502184,42.2790261542802,109.925468001129,43.3371076375497,100,0,0,1,0,1.2,1.2,-183.638545625001,-1.16140688673644E-07,1.94092274093376E-06,-12.0870951608972,-166.946609234999,0,2828.31902615428,
61.6528490079364,75.6841320203577,1011.32399999994,0,5.18990558677911,1,4,3219.27679636199,168.90361601819,76.3592787267048,42.6007691445241,110.761999775763,43.3101456219835,100,0,0,1,0,1.2,1.2,-183.638545625001,-3.87135628912146E-08,6.49451268688548E-07,-12.2977525433616,-166.924691129193,0,2828.64076914452,
61.8851213364211,75.6965694017981,1011.53699999994,0,5.18759447515905,1,4,3231.40517209092,168.842974139545,76.6194376445729,42.9223639868921,111.59814636592,43.2832544934714,100,0,0,1,0,1.2,1.2,-183.638545625001,-1.29045209637382E-08,2.17305914710954E-07,-12.5084099258261,-166.902773023386,0,2828.96236398689,
62.1164188381124,75.7089601022353,1011.74999999994,0,5.18528442769979,1,4,3243.48264608009,168.7825867696,76.8782994254462,43.2438108269081,112.433908149961,43.2564334512928,100,0,0,1,0,1.2,1.2,-183.638545625001,-4.30150698791274E-09,7.2708199298723E-08,-12.7190673082905,-166.88085491758,0,2829.28381082691,
62.3467524651871,75.7213046644999,1011.96299999994,0,5.18297544335601,1,4,3255.50979021041,168.722451048948,77.1358789021592,43.565109808199,113.269285501317,43.2296817103115,100,0,0,1,0,1.2,1.2,-183.638545625001,-1.43383566263758E-09,2.43266494599051E-08,-12.929724690755,-166.858936811773,0,2829.6051098082,
62.5761329623769,75.7336036210563,1012.17599999994,0,5.18066752109604,1,4,3267.48716553083,168.662564172346,77.3921906264471,43.8862610725515,114.104278788634,43.2029985005552,100,0,0,1,0,1.2,1.2,-183.638545625001,-4.77945220879193E-10,8.13895166824768E-09,-13.1403820732194,-166.837018705967,0,2829.92626107255,
62.804570872451,75.7458574942776,1012.38899999994,0,5.17836065990139,1,4,3279.41532254457,168.602923387277,77.6472488763747,44.2072647599663,114.938888375912,43.1763830668095,100,0,0,1,0,1.2,1.2,-183.638545625001,-1.59315073626398E-10,2.72296525282002E-09,-13.3510394556838,-166.815100600161,0,2830.24726475997,
63.0320765415136,75.7580667967113,1012.60199999994,0,5.17605485876644,1,4,3291.29480148576,168.543525992571,77.9010676635136,44.5281210087109,115.773114622648,43.1498346682263,100,0,0,1,0,1.2,1.2,-183.638545625001,-5.31050245421325E-11,9.1096853335854E-10,-13.5616968381483,-166.793182494354,0,2830.56812100871,
63.2586601241239,75.7702320313358,1012.81499999994,0,5.17375011669799,1,4,3303.12613258678,168.484369337066,78.1536607398786,44.8488299553697,116.606957883961,43.1233525779446,100,0,0,1,0,1.2,1.2,-183.638545625001,-1.77016748473775E-11,3.04756153487511E-10,-13.7723542206127,-166.771264388548,0,2830.88882995537,
63.4843315882455,75.7823536918088,1013.02799999994,0,5.17144643271495,1,4,3314.90983633669,168.425450818317,78.4050416046348,45.1693917348932,117.440418510722,43.0969360827249,100,0,0,1,0,1.2,1.2,-183.638545625001,-5.90055828245917E-12,1.01950556986145E-10,-13.9830116030772,-166.749346282741,0,2831.20939173489,
63.7091007200325,75.7944322627068,1013.24099999994,0,5.16914380584795,1,4,3326.64642373117,168.366767881344,78.655223510581,45.4898064806443,118.273496849675,43.0705844825952,100,0,0,1,0,1.2,1.2,-183.638545625001,-1.96685276081972E-12,3.41047531548254E-11,-14.1936689855416,-166.727428176935,0,2831.52980648064,
63.9329771284586,75.8064682197574,1013.45399999994,0,5.16684223513903,1,4,3338.3363965142,168.308318017429,78.9042194704225,45.8100743244436,119.106193243553,43.0442970905087,100,0,0,1,0,1.2,1.2,-183.638545625001,-6.55617586939908E-13,1.14085008558496E-11,-14.4043263680061,-166.705510071128,0,2831.85007432444,
64.1559702497955,75.8184620300638,1013.66699999994,0,5.16454171964132,1,4,3349.98024741192,168.25009876294,79.1520422628388,46.1301953966132,119.938508031194,43.0180732320135,100,0,0,1,0,1.2,1.2,-183.638545625001,-2.18539195646636E-13,3.81619693284881E-12,-14.6149837504705,-166.683591965322,0,2832.17019539661,
64.3780893519466,75.8304141523217,1013.87999999994,0,5.16224225841869,1,4,3361.57846035893,168.192107698205,79.398704438355,46.4501698260185,120.770441547648,42.9919122449322,100,0,0,1,0,1.2,1.2,-183.638545625001,-7.28463985488787E-14,1.27650250771875E-12,-14.8256411329349,-166.661673859516,0,2832.49016982602,
64.5993435386418,75.8423250370298,1014.09299999994,0,5.1599438505455,1,4,3373.1315107173,168.134342446413,79.6442183250255,46.7699977401086,121.601994124282,42.9658134790522,100,0,0,1,0,1.2,1.2,-183.638545625001,-2.42821328496262E-14,4.26973993638385E-13,-15.0362985153994,-166.639755753709,0,2832.80999774011,
64.8197417534982,75.8541951266932,1014.30599999994,0,5.15764649510626,1,4,3384.63986548863,168.076800672557,79.8885960339366,47.0896792649557,122.433166088885,42.9397762958263,100,0,0,1,0,1.2,1.2,-183.638545625001,-8.09404428320874E-15,1.42813805000867E-13,-15.2469558978638,-166.617837647903,0,2833.12967926496,
65.0392927839529,75.8660248560203,1014.51899999994,0,5.15535019119539,1,4,3396.10398351941,168.019480082403,80.1318494645343,47.4092145252923,123.26395776576,42.9138000680824,100,0,0,1,0,1.2,1.2,-183.638545625001,-2.69801476106958E-15,4.77670177017265E-14,-15.4576132803283,-166.595919542096,0,2833.44921452529,
65.2580052650722,75.877814652114,1014.73199999994,0,5.15305493791691,1,4,3407.52431569986,167.962378421501,80.3739903097859,47.728603644548,124.094369475825,42.8878841797425,100,0,0,1,0,1.2,1.2,-183.638545625001,-8.9933825368986E-16,1.59762698095558E-14,-15.6682706627927,-166.57400143629,0,2833.76860364455,
65.4758876832414,75.8895649346561,1014.94499999994,0,5.15076073438423,1,4,3418.9013051567,167.905493474217,80.6150300611797,48.0478467448844,124.924401536699,42.8620280255508,100,0,0,1,0,1.2,1.2,-183.638545625001,-2.9977941789662E-16,5.34333146790429E-15,-15.8789280452571,-166.552083330483,0,2834.08784674488,
65.6929483797412,75.9012761160869,1015.15799999994,0,5.14846757971984,1,4,3430.23538743981,167.848823062801,80.8549800135703,48.3669439472292,125.754054262796,42.8362310108103,100,0,0,1,0,1.2,1.2,-183.638545625001,-4.07693837384869E-06,-3.64554157613667E-05,-16.0895854277216,-166.530165224677,0,2834.40694394723,
65.9091955542133,75.9129486017785,1015.37099999994,0,5.14617547305511,1,4,3441.52699070322,167.792365046484,81.0938512698747,48.6858953713088,126.583327965403,42.810492551127,100,0,0,1,0,1.2,1.2,-183.638545625001,2.73128547187293E-06,6.10800092424449E-05,-16.300242810186,-166.508247118871,0,2834.72589537131,
66.1246372680206,75.9245827902032,1015.58399999994,0,5.14388441353004,1,4,3452.77653588059,167.736117320597,81.3316547456254,49.0047011356801,127.412222952768,42.7848120721628,100,0,0,1,0,1.2,1.2,-183.638546478775,-3.16650988312446E-06,-5.30862714934585E-05,-16.5109001926505,-166.486329013064,0,2835.04470113568,
66.3392814475053,75.9361790730969,1015.79699999994,0,5.141594400293,1,4,3463.98443685529,167.680077815724,81.5684011733842,49.3233613577612,128.240739530179,42.7591890093954,100,0,0,1,0,1.2,1.2,-183.638545625001,3.03476163544767E-06,5.60003270712688E-05,-16.7215575751149,-166.464410907258,0,2835.36336135776,
66.5531358871488,75.9477378356169,1016.00999999994,0,5.13930543250059,1,4,3475.15110062544,167.624244496873,81.8041011070248,49.6418761538604,129.068878000037,42.7336228078858,100,0,0,1,0,1.2,1.2,-183.638545625001,1.01158721181589E-06,-1.83294993594908E-05,-16.9322149575793,-166.442492801451,0,2835.68187615386,
66.7662082526368,75.9592594564959,1016.22299999994,0,5.13701750931734,1,4,3486.27692746393,167.56861536268,82.0387649258852,49.9602456392058,129.896638661935,42.7081129220527,100,0,0,1,0,1.2,1.2,-183.638545625001,3.37195737271964E-07,-6.12952906632902E-06,-17.1428723400438,-166.420574695645,0,2836.00024563921,
66.9785060838336,75.9707443081906,1016.43599999994,0,5.13473062991556,1,4,3497.36231107372,167.513188444631,82.2724028387981,50.2784699279719,130.724021812727,42.6826588154536,100,0,0,1,0,1.2,1.2,-183.638545625001,-4.04376866055782E-06,-3.99459680563216E-05,-17.3535297225082,-166.398656589838,0,2836.31846992797,
67.1900367976683,75.9821927570264,1016.64899999994,0,5.13244479347513,1,4,3508.4076387386,167.457961806307,82.5050248880015,50.5965491333072,131.551027746599,42.6572599605729,100,0,0,1,0,1.2,1.2,-183.638545625001,2.82128198640082E-06,6.27950941602369E-05,-17.5641871049727,-166.376738484032,0,2836.63654913331,
67.4008076909362,75.9936051633376,1016.86199999994,0,5.13015999918329,1,4,3519.4132914694,167.402933542653,82.7366409529349,50.9144833673595,132.377656755135,42.6319158386155,100,0,0,1,0,1.2,1.2,-183.638546478775,-3.2157399108482E-06,-5.53954562685938E-05,-17.7748444874371,-166.354820378225,0,2836.95448336736,
67.6108259430188,76.0049818816036,1017.07499999994,0,5.12787624623446,1,4,3530.37964414606,167.34810177927,82.9672607539246,51.2322727413013,133.203909127383,42.6066259393072,100,0,0,1,0,1.2,1.2,-183.638545625001,3.09729156963736E-06,5.81098252802326E-05,-17.9855018699015,-166.332902272419,0,2837.2722727413,
67.8200986185248,76.0163232605811,1017.28799999994,0,5.12559353383009,1,4,3541.30706565553,167.293464671722,83.1968938557622,51.549917365354,134.029785149921,42.5813897607003,100,0,0,1,0,1.2,1.2,-183.638545625001,1.03243052321245E-06,-1.90657365005755E-05,-18.196159252366,-166.310984166613,0,2837.58991736535,
68.0286326698551,76.0276296434325,1017.50099999994,0,5.12331186117844,1,4,3552.19591902567,167.239020404872,83.4255496711804,51.8674173488113,134.855285106909,42.5562068089858,100,0,0,1,0,1.2,1.2,-183.638545625001,-3.87675067484473E-06,-4.54688523868117E-05,-18.4068166348304,-166.289066060806,0,2837.90741734881,
68.2364349396946,76.0389013678506,1017.71399999994,0,5.12103122749445,1,4,3563.04656155542,167.184767192223,83.6532374642291,52.1847728000618,135.680409280161,42.5310765983096,100,0,0,1,0,1.2,1.2,-183.638545625001,2.9414531123003E-06,6.33444009502533E-05,-18.6174740172949,-166.267147955,0,2838.22477280006,
68.4435121634328,76.0501387661801,1017.92699999994,0,5.11875163199956,1,4,3573.85934494114,167.130703275294,83.8799663535557,52.5019838266113,136.505157949189,42.5059986505955,100,0,0,1,0,1.2,1.2,-183.638546478775,-3.24040981181545E-06,-5.7607922458285E-05,-18.8281313997593,-166.245229849193,0,2838.54198382661,
68.6498709715164,76.0613421655347,1018.13999999994,0,5.11647307392152,1,4,3584.63461539949,167.076826923003,84.1057453155929,52.8190505351041,137.329531391271,42.4809724953721,100,0,0,1,0,1.2,1.2,-183.638545625001,3.15356673331006E-06,5.97654012726092E-05,-19.0387887822237,-166.223311743387,0,2838.8590505351,
68.8555178917357,76.0725118879122,1018.35299999994,0,5.11419555249432,1,4,3595.37271378681,167.023136431066,84.3305831876567,53.1359730313434,138.153529881493,42.4559976696053,100,0,0,1,0,1.2,1.2,-183.638545625001,1.05118891110335E-06,-1.97104711532354E-05,-19.2494461646882,-166.20139363758,0,2839.17597303134,
69.0604593514477,76.0836482503052,1018.56599999994,0,5.11191906695796,1,4,3606.07397571516,166.969630121424,84.5544886709583,53.4527514203115,138.97715369281,42.4310737175349,100,0,0,1,0,1.2,1.2,-183.638545625001,3.50396303701118E-07,-6.58983855293405E-06,-19.4601035471526,-166.179475531774,0,2839.49275142031,
69.2647016797365,76.0947515648096,1018.77899999994,0,5.10964361655833,1,4,3616.73873166522,166.916306341674,84.7774703335325,53.7693858061895,139.800403096093,42.4062001905166,100,0,0,1,0,1.2,1.2,-183.638545625001,-4.18029174161192E-06,-4.27307127470056E-05,-19.670760929617,-166.157557425968,0,2839.80938580619,
69.4682511095156,76.1058221387297,1018.99199999994,0,5.10736920054709,1,4,3627.36730709595,166.86316346452,84.9995366130856,54.0858762923756,140.623278360176,42.3813766468677,100,0,0,1,0,1.2,1.2,-183.638545625001,2.91620838442489E-06,6.71278436662767E-05,-19.8814183120815,-166.135639320161,0,2840.12587629238,
69.6711137795713,76.1168602746804,1019.20499999994,0,5.10509581818153,1,4,3637.96002255139,166.810199887243,85.2206958197647,54.4022229815036,141.445779751909,42.356602651717,100,0,0,1,0,1.2,1.2,-183.638546478775,-3.32502104803733E-06,-5.92110860688564E-05,-20.0920756945459,-166.113721214355,0,2840.4422229815,
69.8732957365515,76.1278662706865,1019.41799999994,0,5.10282346872441,1,4,3648.51719376444,166.757414031178,85.4409561388524,54.7184259754607,142.267907536198,42.3318777768595,100,0,0,1,0,1.2,1.2,-183.638545625001,3.20129861561642E-06,6.20965695999086E-05,-20.3027330770104,-166.091803108548,0,2840.75842597546,
70.0748029369003,76.13884042028,1019.63099999994,0,5.10055215144387,1,4,3659.03913175792,166.70480434121,85.6603256333884,55.0344853754048,143.089661976052,42.3072016006147,100,0,0,1,0,1.2,1.2,-183.638545625001,1.06709953853881E-06,-2.03653871149751E-05,-20.5133904594748,-166.069885002742,0,2841.0744853754,
70.2756412487406,76.1497830125936,1019.84399999994,0,5.09828186561329,1,4,3669.52614294284,166.652369285286,85.8788122467204,55.3504012817805,143.911043332629,42.2825737076884,100,0,0,1,0,1.2,1.2,-183.638545625001,3.55699846179602E-07,-6.80803957969995E-06,-20.7240478419392,-166.047966896935,0,2841.39040128178,
70.4758164537063,76.1606943324532,1020.05699999994,0,5.09601261051115,1,4,3679.97852921407,166.60010735393,86.0964238049869,55.6661737943362,144.732051865274,42.2579936890387,100,0,0,1,0,1.2,1.2,-183.638545625001,-4.25319031250232E-06,-4.42331317387007E-05,-20.9347052244037,-166.026048791129,0,2841.70617379434,
70.6753342487261,76.1715746604662,1020.26999999994,0,5.09374438542097,1,4,3690.39658804353,166.548017059782,86.3131680195346,55.981803012139,145.552687831561,42.2334611417455,100,0,0,1,0,1.2,1.2,-183.638545625001,2.96632805750704E-06,6.94856069491889E-05,-21.1453626068681,-166.004130685323,0,2842.02180301214,
70.8742002477601,76.182424273109,1020.48299999994,0,5.09147718963112,1,4,3700.78061257082,166.496096937146,86.5290524892711,56.2972890335904,146.372951487335,42.2089756688833,100,0,0,1,0,1.2,1.2,-183.638546478775,-3.38298090872651E-06,-6.12831169197078E-05,-21.3560199893326,-165.982212579516,0,2842.33728903359,
71.0724199834905,76.1932434428114,1020.69599999994,0,5.08921102243477,1,4,3711.13089169151,166.444345541542,86.7440847029565,56.6126319564411,147.192843086747,42.1845368793979,100,0,0,1,0,1.2,1.2,-183.638545625001,3.25639785876564E-06,6.4263167859026E-05,-21.566677371797,-165.96029447371,0,2842.65263195644,
71.2699989089685,76.2040324380388,1020.90899999994,0,5.08694588312979,1,4,3721.44771014315,166.392761449284,86.9582720414347,56.9278318778052,148.012362882293,42.160144387985,100,0,0,1,0,1.2,1.2,-183.638545625001,1.08546595292188E-06,-2.107142071808E-05,-21.7773347542614,-165.938376367903,0,2842.96783187781,
